filepath,emotion_id,emotion_name,actor
C:\Users\kucuk\Desktop\ses_verileri\Actor_01\03-01-01-01-01-01-01.wav,01,neutral,01
C:\Users\kucuk\Desktop\ses_verileri\Actor_01\03-01-01-01-01-02-01.wav,01,neutral,01
C:\Users\kucuk\Desktop\ses_verileri\Actor_01\03-01-01-01-02-01-01.wav,01,neutral,01
C:\Users\kucuk\Desktop\ses_verileri\Actor_01\03-01-01-01-02-02-01.wav,01,neutral,01
C:\Users\kucuk\Desktop\ses_verileri\Actor_01\03-01-02-01-01-01-01.wav,02,calm,01
C:\Users\kucuk\Desktop\ses_verileri\Actor_01\03-01-02-01-01-02-01.wav,02,calm,01
C:\Users\kucuk\Desktop\ses_verileri\Actor_01\03-01-02-01-02-01-01.wav,02,calm,01
C:\Users\kucuk\Desktop\ses_verileri\Actor_01\03-01-02-01-02-02-01.wav,02,calm,01
C:\Users\kucuk\Desktop\ses_verileri\Actor_01\03-01-02-02-01-01-01.wav,02,calm,01
C:\Users\kucuk\Desktop\ses_verileri\Actor_01\03-01-02-02-01-02-01.wav,02,calm,01
C:\Users\kucuk\Desktop\ses_verileri\Actor_01\03-01-02-02-02-01-01.wav,02,calm,01
C:\Users\kucuk\Desktop\ses_verileri\Actor_01\03-01-02-02-02-02-01.wav,02,calm,01
C:\Users\kucuk\Desktop\ses_verileri\Actor_01\03-01-03-01-01-01-01.wav,03,happy,01
C:\Users\kucuk\Desktop\ses_verileri\Actor_01\03-01-03-01-01-02-01.wav,03,happy,01
C:\Users\kucuk\Desktop\ses_verileri\Actor_01\03-01-03-01-02-01-01.wav,03,happy,01
C:\Users\kucuk\Desktop\ses_verileri\Actor_01\03-01-03-01-02-02-01.wav,03,happy,01
C:\Users\kucuk\Desktop\ses_verileri\Actor_01\03-01-03-02-01-01-01.wav,03,happy,01
C:\Users\kucuk\Desktop\ses_verileri\Actor_01\03-01-03-02-01-02-01.wav,03,happy,01
C:\Users\kucuk\Desktop\ses_verileri\Actor_01\03-01-03-02-02-01-01.wav,03,happy,01
C:\Users\kucuk\Desktop\ses_verileri\Actor_01\03-01-03-02-02-02-01.wav,03,happy,01
C:\Users\kucuk\Desktop\ses_verileri\Actor_01\03-01-04-01-01-01-01.wav,04,sad,01
C:\Users\kucuk\Desktop\ses_verileri\Actor_01\03-01-04-01-01-02-01.wav,04,sad,01
C:\Users\kucuk\Desktop\ses_verileri\Actor_01\03-01-04-01-02-01-01.wav,04,sad,01
C:\Users\kucuk\Desktop\ses_verileri\Actor_01\03-01-04-01-02-02-01.wav,04,sad,01
C:\Users\kucuk\Desktop\ses_verileri\Actor_01\03-01-04-02-01-01-01.wav,04,sad,01
C:\Users\kucuk\Desktop\ses_verileri\Actor_01\03-01-04-02-01-02-01.wav,04,sad,01
C:\Users\kucuk\Desktop\ses_verileri\Actor_01\03-01-04-02-02-01-01.wav,04,sad,01
C:\Users\kucuk\Desktop\ses_verileri\Actor_01\03-01-04-02-02-02-01.wav,04,sad,01
C:\Users\kucuk\Desktop\ses_verileri\Actor_01\03-01-05-01-01-01-01.wav,05,angry,01
C:\Users\kucuk\Desktop\ses_verileri\Actor_01\03-01-05-01-01-02-01.wav,05,angry,01
C:\Users\kucuk\Desktop\ses_verileri\Actor_01\03-01-05-01-02-01-01.wav,05,angry,01
C:\Users\kucuk\Desktop\ses_verileri\Actor_01\03-01-05-01-02-02-01.wav,05,angry,01
C:\Users\kucuk\Desktop\ses_verileri\Actor_01\03-01-05-02-01-01-01.wav,05,angry,01
C:\Users\kucuk\Desktop\ses_verileri\Actor_01\03-01-05-02-01-02-01.wav,05,angry,01
C:\Users\kucuk\Desktop\ses_verileri\Actor_01\03-01-05-02-02-01-01.wav,05,angry,01
C:\Users\kucuk\Desktop\ses_verileri\Actor_01\03-01-05-02-02-02-01.wav,05,angry,01
C:\Users\kucuk\Desktop\ses_verileri\Actor_01\03-01-06-01-01-01-01.wav,06,fearful,01
C:\Users\kucuk\Desktop\ses_verileri\Actor_01\03-01-06-01-01-02-01.wav,06,fearful,01
C:\Users\kucuk\Desktop\ses_verileri\Actor_01\03-01-06-01-02-01-01.wav,06,fearful,01
C:\Users\kucuk\Desktop\ses_verileri\Actor_01\03-01-06-01-02-02-01.wav,06,fearful,01
C:\Users\kucuk\Desktop\ses_verileri\Actor_01\03-01-06-02-01-01-01.wav,06,fearful,01
C:\Users\kucuk\Desktop\ses_verileri\Actor_01\03-01-06-02-01-02-01.wav,06,fearful,01
C:\Users\kucuk\Desktop\ses_verileri\Actor_01\03-01-06-02-02-01-01.wav,06,fearful,01
C:\Users\kucuk\Desktop\ses_verileri\Actor_01\03-01-06-02-02-02-01.wav,06,fearful,01
C:\Users\kucuk\Desktop\ses_verileri\Actor_01\03-01-07-01-01-01-01.wav,07,disgust,01
C:\Users\kucuk\Desktop\ses_verileri\Actor_01\03-01-07-01-01-02-01.wav,07,disgust,01
C:\Users\kucuk\Desktop\ses_verileri\Actor_01\03-01-07-01-02-01-01.wav,07,disgust,01
C:\Users\kucuk\Desktop\ses_verileri\Actor_01\03-01-07-01-02-02-01.wav,07,disgust,01
C:\Users\kucuk\Desktop\ses_verileri\Actor_01\03-01-07-02-01-01-01.wav,07,disgust,01
C:\Users\kucuk\Desktop\ses_verileri\Actor_01\03-01-07-02-01-02-01.wav,07,disgust,01
C:\Users\kucuk\Desktop\ses_verileri\Actor_01\03-01-07-02-02-01-01.wav,07,disgust,01
C:\Users\kucuk\Desktop\ses_verileri\Actor_01\03-01-07-02-02-02-01.wav,07,disgust,01
C:\Users\kucuk\Desktop\ses_verileri\Actor_01\03-01-08-01-01-01-01.wav,08,surprised,01
C:\Users\kucuk\Desktop\ses_verileri\Actor_01\03-01-08-01-01-02-01.wav,08,surprised,01
C:\Users\kucuk\Desktop\ses_verileri\Actor_01\03-01-08-01-02-01-01.wav,08,surprised,01
C:\Users\kucuk\Desktop\ses_verileri\Actor_01\03-01-08-01-02-02-01.wav,08,surprised,01
C:\Users\kucuk\Desktop\ses_verileri\Actor_01\03-01-08-02-01-01-01.wav,08,surprised,01
C:\Users\kucuk\Desktop\ses_verileri\Actor_01\03-01-08-02-01-02-01.wav,08,surprised,01
C:\Users\kucuk\Desktop\ses_verileri\Actor_01\03-01-08-02-02-01-01.wav,08,surprised,01
C:\Users\kucuk\Desktop\ses_verileri\Actor_01\03-01-08-02-02-02-01.wav,08,surprised,01
C:\Users\kucuk\Desktop\ses_verileri\Actor_02\03-01-01-01-01-01-02.wav,01,neutral,02
C:\Users\kucuk\Desktop\ses_verileri\Actor_02\03-01-01-01-01-02-02.wav,01,neutral,02
C:\Users\kucuk\Desktop\ses_verileri\Actor_02\03-01-01-01-02-01-02.wav,01,neutral,02
C:\Users\kucuk\Desktop\ses_verileri\Actor_02\03-01-01-01-02-02-02.wav,01,neutral,02
C:\Users\kucuk\Desktop\ses_verileri\Actor_02\03-01-02-01-01-01-02.wav,02,calm,02
C:\Users\kucuk\Desktop\ses_verileri\Actor_02\03-01-02-01-01-02-02.wav,02,calm,02
C:\Users\kucuk\Desktop\ses_verileri\Actor_02\03-01-02-01-02-01-02.wav,02,calm,02
C:\Users\kucuk\Desktop\ses_verileri\Actor_02\03-01-02-01-02-02-02.wav,02,calm,02
C:\Users\kucuk\Desktop\ses_verileri\Actor_02\03-01-02-02-01-01-02.wav,02,calm,02
C:\Users\kucuk\Desktop\ses_verileri\Actor_02\03-01-02-02-01-02-02.wav,02,calm,02
C:\Users\kucuk\Desktop\ses_verileri\Actor_02\03-01-02-02-02-01-02.wav,02,calm,02
C:\Users\kucuk\Desktop\ses_verileri\Actor_02\03-01-02-02-02-02-02.wav,02,calm,02
C:\Users\kucuk\Desktop\ses_verileri\Actor_02\03-01-03-01-01-01-02.wav,03,happy,02
C:\Users\kucuk\Desktop\ses_verileri\Actor_02\03-01-03-01-01-02-02.wav,03,happy,02
C:\Users\kucuk\Desktop\ses_verileri\Actor_02\03-01-03-01-02-01-02.wav,03,happy,02
C:\Users\kucuk\Desktop\ses_verileri\Actor_02\03-01-03-01-02-02-02.wav,03,happy,02
C:\Users\kucuk\Desktop\ses_verileri\Actor_02\03-01-03-02-01-01-02.wav,03,happy,02
C:\Users\kucuk\Desktop\ses_verileri\Actor_02\03-01-03-02-01-02-02.wav,03,happy,02
C:\Users\kucuk\Desktop\ses_verileri\Actor_02\03-01-03-02-02-01-02.wav,03,happy,02
C:\Users\kucuk\Desktop\ses_verileri\Actor_02\03-01-03-02-02-02-02.wav,03,happy,02
C:\Users\kucuk\Desktop\ses_verileri\Actor_02\03-01-04-01-01-01-02.wav,04,sad,02
C:\Users\kucuk\Desktop\ses_verileri\Actor_02\03-01-04-01-01-02-02.wav,04,sad,02
C:\Users\kucuk\Desktop\ses_verileri\Actor_02\03-01-04-01-02-01-02.wav,04,sad,02
C:\Users\kucuk\Desktop\ses_verileri\Actor_02\03-01-04-01-02-02-02.wav,04,sad,02
C:\Users\kucuk\Desktop\ses_verileri\Actor_02\03-01-04-02-01-01-02.wav,04,sad,02
C:\Users\kucuk\Desktop\ses_verileri\Actor_02\03-01-04-02-01-02-02.wav,04,sad,02
C:\Users\kucuk\Desktop\ses_verileri\Actor_02\03-01-04-02-02-01-02.wav,04,sad,02
C:\Users\kucuk\Desktop\ses_verileri\Actor_02\03-01-04-02-02-02-02.wav,04,sad,02
C:\Users\kucuk\Desktop\ses_verileri\Actor_02\03-01-05-01-01-01-02.wav,05,angry,02
C:\Users\kucuk\Desktop\ses_verileri\Actor_02\03-01-05-01-01-02-02.wav,05,angry,02
C:\Users\kucuk\Desktop\ses_verileri\Actor_02\03-01-05-01-02-01-02.wav,05,angry,02
C:\Users\kucuk\Desktop\ses_verileri\Actor_02\03-01-05-01-02-02-02.wav,05,angry,02
C:\Users\kucuk\Desktop\ses_verileri\Actor_02\03-01-05-02-01-01-02.wav,05,angry,02
C:\Users\kucuk\Desktop\ses_verileri\Actor_02\03-01-05-02-01-02-02.wav,05,angry,02
C:\Users\kucuk\Desktop\ses_verileri\Actor_02\03-01-05-02-02-01-02.wav,05,angry,02
C:\Users\kucuk\Desktop\ses_verileri\Actor_02\03-01-05-02-02-02-02.wav,05,angry,02
C:\Users\kucuk\Desktop\ses_verileri\Actor_02\03-01-06-01-01-01-02.wav,06,fearful,02
C:\Users\kucuk\Desktop\ses_verileri\Actor_02\03-01-06-01-01-02-02.wav,06,fearful,02
C:\Users\kucuk\Desktop\ses_verileri\Actor_02\03-01-06-01-02-01-02.wav,06,fearful,02
C:\Users\kucuk\Desktop\ses_verileri\Actor_02\03-01-06-01-02-02-02.wav,06,fearful,02
C:\Users\kucuk\Desktop\ses_verileri\Actor_02\03-01-06-02-01-01-02.wav,06,fearful,02
C:\Users\kucuk\Desktop\ses_verileri\Actor_02\03-01-06-02-01-02-02.wav,06,fearful,02
C:\Users\kucuk\Desktop\ses_verileri\Actor_02\03-01-06-02-02-01-02.wav,06,fearful,02
C:\Users\kucuk\Desktop\ses_verileri\Actor_02\03-01-06-02-02-02-02.wav,06,fearful,02
C:\Users\kucuk\Desktop\ses_verileri\Actor_02\03-01-07-01-01-01-02.wav,07,disgust,02
C:\Users\kucuk\Desktop\ses_verileri\Actor_02\03-01-07-01-01-02-02.wav,07,disgust,02
C:\Users\kucuk\Desktop\ses_verileri\Actor_02\03-01-07-01-02-01-02.wav,07,disgust,02
C:\Users\kucuk\Desktop\ses_verileri\Actor_02\03-01-07-01-02-02-02.wav,07,disgust,02
C:\Users\kucuk\Desktop\ses_verileri\Actor_02\03-01-07-02-01-01-02.wav,07,disgust,02
C:\Users\kucuk\Desktop\ses_verileri\Actor_02\03-01-07-02-01-02-02.wav,07,disgust,02
C:\Users\kucuk\Desktop\ses_verileri\Actor_02\03-01-07-02-02-01-02.wav,07,disgust,02
C:\Users\kucuk\Desktop\ses_verileri\Actor_02\03-01-07-02-02-02-02.wav,07,disgust,02
C:\Users\kucuk\Desktop\ses_verileri\Actor_02\03-01-08-01-01-01-02.wav,08,surprised,02
C:\Users\kucuk\Desktop\ses_verileri\Actor_02\03-01-08-01-01-02-02.wav,08,surprised,02
C:\Users\kucuk\Desktop\ses_verileri\Actor_02\03-01-08-01-02-01-02.wav,08,surprised,02
C:\Users\kucuk\Desktop\ses_verileri\Actor_02\03-01-08-01-02-02-02.wav,08,surprised,02
C:\Users\kucuk\Desktop\ses_verileri\Actor_02\03-01-08-02-01-01-02.wav,08,surprised,02
C:\Users\kucuk\Desktop\ses_verileri\Actor_02\03-01-08-02-01-02-02.wav,08,surprised,02
C:\Users\kucuk\Desktop\ses_verileri\Actor_02\03-01-08-02-02-01-02.wav,08,surprised,02
C:\Users\kucuk\Desktop\ses_verileri\Actor_02\03-01-08-02-02-02-02.wav,08,surprised,02
C:\Users\kucuk\Desktop\ses_verileri\Actor_03\03-01-01-01-01-01-03.wav,01,neutral,03
C:\Users\kucuk\Desktop\ses_verileri\Actor_03\03-01-01-01-01-02-03.wav,01,neutral,03
C:\Users\kucuk\Desktop\ses_verileri\Actor_03\03-01-01-01-02-01-03.wav,01,neutral,03
C:\Users\kucuk\Desktop\ses_verileri\Actor_03\03-01-01-01-02-02-03.wav,01,neutral,03
C:\Users\kucuk\Desktop\ses_verileri\Actor_03\03-01-02-01-01-01-03.wav,02,calm,03
C:\Users\kucuk\Desktop\ses_verileri\Actor_03\03-01-02-01-01-02-03.wav,02,calm,03
C:\Users\kucuk\Desktop\ses_verileri\Actor_03\03-01-02-01-02-01-03.wav,02,calm,03
C:\Users\kucuk\Desktop\ses_verileri\Actor_03\03-01-02-01-02-02-03.wav,02,calm,03
C:\Users\kucuk\Desktop\ses_verileri\Actor_03\03-01-02-02-01-01-03.wav,02,calm,03
C:\Users\kucuk\Desktop\ses_verileri\Actor_03\03-01-02-02-01-02-03.wav,02,calm,03
C:\Users\kucuk\Desktop\ses_verileri\Actor_03\03-01-02-02-02-01-03.wav,02,calm,03
C:\Users\kucuk\Desktop\ses_verileri\Actor_03\03-01-02-02-02-02-03.wav,02,calm,03
C:\Users\kucuk\Desktop\ses_verileri\Actor_03\03-01-03-01-01-01-03.wav,03,happy,03
C:\Users\kucuk\Desktop\ses_verileri\Actor_03\03-01-03-01-01-02-03.wav,03,happy,03
C:\Users\kucuk\Desktop\ses_verileri\Actor_03\03-01-03-01-02-01-03.wav,03,happy,03
C:\Users\kucuk\Desktop\ses_verileri\Actor_03\03-01-03-01-02-02-03.wav,03,happy,03
C:\Users\kucuk\Desktop\ses_verileri\Actor_03\03-01-03-02-01-01-03.wav,03,happy,03
C:\Users\kucuk\Desktop\ses_verileri\Actor_03\03-01-03-02-01-02-03.wav,03,happy,03
C:\Users\kucuk\Desktop\ses_verileri\Actor_03\03-01-03-02-02-01-03.wav,03,happy,03
C:\Users\kucuk\Desktop\ses_verileri\Actor_03\03-01-03-02-02-02-03.wav,03,happy,03
C:\Users\kucuk\Desktop\ses_verileri\Actor_03\03-01-04-01-01-01-03.wav,04,sad,03
C:\Users\kucuk\Desktop\ses_verileri\Actor_03\03-01-04-01-01-02-03.wav,04,sad,03
C:\Users\kucuk\Desktop\ses_verileri\Actor_03\03-01-04-01-02-01-03.wav,04,sad,03
C:\Users\kucuk\Desktop\ses_verileri\Actor_03\03-01-04-01-02-02-03.wav,04,sad,03
C:\Users\kucuk\Desktop\ses_verileri\Actor_03\03-01-04-02-01-01-03.wav,04,sad,03
C:\Users\kucuk\Desktop\ses_verileri\Actor_03\03-01-04-02-01-02-03.wav,04,sad,03
C:\Users\kucuk\Desktop\ses_verileri\Actor_03\03-01-04-02-02-01-03.wav,04,sad,03
C:\Users\kucuk\Desktop\ses_verileri\Actor_03\03-01-04-02-02-02-03.wav,04,sad,03
C:\Users\kucuk\Desktop\ses_verileri\Actor_03\03-01-05-01-01-01-03.wav,05,angry,03
C:\Users\kucuk\Desktop\ses_verileri\Actor_03\03-01-05-01-01-02-03.wav,05,angry,03
